image_id,image_path,gt_path,doc_type
banking_0207,images/pil/banking_0207.png,/data/gpfs/projects/punim2826/Smith/Anti-Extraction-v2/data/ui_dataset/ground_truth/pil/banking_0207.json,banking
banking_0001,images/pil/banking_0001.png,/data/gpfs/projects/punim2826/Smith/Anti-Extraction-v2/data/ui_dataset/ground_truth/pil/banking_0001.json,banking
banking_0194,images/pil/banking_0194.png,/data/gpfs/projects/punim2826/Smith/Anti-Extraction-v2/data/ui_dataset/ground_truth/pil/banking_0194.json,banking
banking_0206,images/pil/banking_0206.png,/data/gpfs/projects/punim2826/Smith/Anti-Extraction-v2/data/ui_dataset/ground_truth/pil/banking_0206.json,banking
banking_0040,images/pil/banking_0040.png,/data/gpfs/projects/punim2826/Smith/Anti-Extraction-v2/data/ui_dataset/ground_truth/pil/banking_0040.json,banking
banking_0178,images/pil/banking_0178.png,/data/gpfs/projects/punim2826/Smith/Anti-Extraction-v2/data/ui_dataset/ground_truth/pil/banking_0178.json,banking
banking_0233,images/pil/banking_0233.png,/data/gpfs/projects/punim2826/Smith/Anti-Extraction-v2/data/ui_dataset/ground_truth/pil/banking_0233.json,banking
banking_0087,images/pil/banking_0087.png,/data/gpfs/projects/punim2826/Smith/Anti-Extraction-v2/data/ui_dataset/ground_truth/pil/banking_0087.json,banking
banking_0214,images/pil/banking_0214.png,/data/gpfs/projects/punim2826/Smith/Anti-Extraction-v2/data/ui_dataset/ground_truth/pil/banking_0214.json,banking
banking_0039,images/pil/banking_0039.png,/data/gpfs/projects/punim2826/Smith/Anti-Extraction-v2/data/ui_dataset/ground_truth/pil/banking_0039.json,banking
banking_0229,images/pil/banking_0229.png,/data/gpfs/projects/punim2826/Smith/Anti-Extraction-v2/data/ui_dataset/ground_truth/pil/banking_0229.json,banking
banking_0195,images/pil/banking_0195.png,/data/gpfs/projects/punim2826/Smith/Anti-Extraction-v2/data/ui_dataset/ground_truth/pil/banking_0195.json,banking
banking_0086,images/pil/banking_0086.png,/data/gpfs/projects/punim2826/Smith/Anti-Extraction-v2/data/ui_dataset/ground_truth/pil/banking_0086.json,banking
banking_0240,images/pil/banking_0240.png,/data/gpfs/projects/punim2826/Smith/Anti-Extraction-v2/data/ui_dataset/ground_truth/pil/banking_0240.json,banking
communications_0023,images/pil/communications_0023.png,/data/gpfs/projects/punim2826/Smith/Anti-Extraction-v2/data/ui_dataset/ground_truth/pil/communications_0023.json,communications
communications_0097,images/pil/communications_0097.png,/data/gpfs/projects/punim2826/Smith/Anti-Extraction-v2/data/ui_dataset/ground_truth/pil/communications_0097.json,communications
communications_0024,images/pil/communications_0024.png,/data/gpfs/projects/punim2826/Smith/Anti-Extraction-v2/data/ui_dataset/ground_truth/pil/communications_0024.json,communications
communications_0091,images/pil/communications_0091.png,/data/gpfs/projects/punim2826/Smith/Anti-Extraction-v2/data/ui_dataset/ground_truth/pil/communications_0091.json,communications
communications_0216,images/pil/communications_0216.png,/data/gpfs/projects/punim2826/Smith/Anti-Extraction-v2/data/ui_dataset/ground_truth/pil/communications_0216.json,communications
communications_0088,images/pil/communications_0088.png,/data/gpfs/projects/punim2826/Smith/Anti-Extraction-v2/data/ui_dataset/ground_truth/pil/communications_0088.json,communications
communications_0154,images/pil/communications_0154.png,/data/gpfs/projects/punim2826/Smith/Anti-Extraction-v2/data/ui_dataset/ground_truth/pil/communications_0154.json,communications
communications_0067,images/pil/communications_0067.png,/data/gpfs/projects/punim2826/Smith/Anti-Extraction-v2/data/ui_dataset/ground_truth/pil/communications_0067.json,communications
communications_0206,images/pil/communications_0206.png,/data/gpfs/projects/punim2826/Smith/Anti-Extraction-v2/data/ui_dataset/ground_truth/pil/communications_0206.json,communications
communications_0011,images/pil/communications_0011.png,/data/gpfs/projects/punim2826/Smith/Anti-Extraction-v2/data/ui_dataset/ground_truth/pil/communications_0011.json,communications
communications_0186,images/pil/communications_0186.png,/data/gpfs/projects/punim2826/Smith/Anti-Extraction-v2/data/ui_dataset/ground_truth/pil/communications_0186.json,communications
communications_0117,images/pil/communications_0117.png,/data/gpfs/projects/punim2826/Smith/Anti-Extraction-v2/data/ui_dataset/ground_truth/pil/communications_0117.json,communications
communications_0137,images/pil/communications_0137.png,/data/gpfs/projects/punim2826/Smith/Anti-Extraction-v2/data/ui_dataset/ground_truth/pil/communications_0137.json,communications
communications_0031,images/pil/communications_0031.png,/data/gpfs/projects/punim2826/Smith/Anti-Extraction-v2/data/ui_dataset/ground_truth/pil/communications_0031.json,communications
communications_0096,images/pil/communications_0096.png,/data/gpfs/projects/punim2826/Smith/Anti-Extraction-v2/data/ui_dataset/ground_truth/pil/communications_0096.json,communications
communications_0020,images/pil/communications_0020.png,/data/gpfs/projects/punim2826/Smith/Anti-Extraction-v2/data/ui_dataset/ground_truth/pil/communications_0020.json,communications
communications_0141,images/pil/communications_0141.png,/data/gpfs/projects/punim2826/Smith/Anti-Extraction-v2/data/ui_dataset/ground_truth/pil/communications_0141.json,communications
communications_0075,images/pil/communications_0075.png,/data/gpfs/projects/punim2826/Smith/Anti-Extraction-v2/data/ui_dataset/ground_truth/pil/communications_0075.json,communications
communications_0212,images/pil/communications_0212.png,/data/gpfs/projects/punim2826/Smith/Anti-Extraction-v2/data/ui_dataset/ground_truth/pil/communications_0212.json,communications
communications_0160,images/pil/communications_0160.png,/data/gpfs/projects/punim2826/Smith/Anti-Extraction-v2/data/ui_dataset/ground_truth/pil/communications_0160.json,communications
communications_0158,images/pil/communications_0158.png,/data/gpfs/projects/punim2826/Smith/Anti-Extraction-v2/data/ui_dataset/ground_truth/pil/communications_0158.json,communications
communications_0226,images/pil/communications_0226.png,/data/gpfs/projects/punim2826/Smith/Anti-Extraction-v2/data/ui_dataset/ground_truth/pil/communications_0226.json,communications
communications_0220,images/pil/communications_0220.png,/data/gpfs/projects/punim2826/Smith/Anti-Extraction-v2/data/ui_dataset/ground_truth/pil/communications_0220.json,communications
communications_0092,images/pil/communications_0092.png,/data/gpfs/projects/punim2826/Smith/Anti-Extraction-v2/data/ui_dataset/ground_truth/pil/communications_0092.json,communications
communications_0147,images/pil/communications_0147.png,/data/gpfs/projects/punim2826/Smith/Anti-Extraction-v2/data/ui_dataset/ground_truth/pil/communications_0147.json,communications
communications_0049,images/pil/communications_0049.png,/data/gpfs/projects/punim2826/Smith/Anti-Extraction-v2/data/ui_dataset/ground_truth/pil/communications_0049.json,communications
communications_0180,images/pil/communications_0180.png,/data/gpfs/projects/punim2826/Smith/Anti-Extraction-v2/data/ui_dataset/ground_truth/pil/communications_0180.json,communications
communications_0017,images/pil/communications_0017.png,/data/gpfs/projects/punim2826/Smith/Anti-Extraction-v2/data/ui_dataset/ground_truth/pil/communications_0017.json,communications
communications_0240,images/pil/communications_0240.png,/data/gpfs/projects/punim2826/Smith/Anti-Extraction-v2/data/ui_dataset/ground_truth/pil/communications_0240.json,communications
communications_0169,images/pil/communications_0169.png,/data/gpfs/projects/punim2826/Smith/Anti-Extraction-v2/data/ui_dataset/ground_truth/pil/communications_0169.json,communications
communications_0058,images/pil/communications_0058.png,/data/gpfs/projects/punim2826/Smith/Anti-Extraction-v2/data/ui_dataset/ground_truth/pil/communications_0058.json,communications
communications_0197,images/pil/communications_0197.png,/data/gpfs/projects/punim2826/Smith/Anti-Extraction-v2/data/ui_dataset/ground_truth/pil/communications_0197.json,communications
communications_0074,images/pil/communications_0074.png,/data/gpfs/projects/punim2826/Smith/Anti-Extraction-v2/data/ui_dataset/ground_truth/pil/communications_0074.json,communications
communications_0234,images/pil/communications_0234.png,/data/gpfs/projects/punim2826/Smith/Anti-Extraction-v2/data/ui_dataset/ground_truth/pil/communications_0234.json,communications
communications_0059,images/pil/communications_0059.png,/data/gpfs/projects/punim2826/Smith/Anti-Extraction-v2/data/ui_dataset/ground_truth/pil/communications_0059.json,communications
communications_0025,images/pil/communications_0025.png,/data/gpfs/projects/punim2826/Smith/Anti-Extraction-v2/data/ui_dataset/ground_truth/pil/communications_0025.json,communications
communications_0248,images/pil/communications_0248.png,/data/gpfs/projects/punim2826/Smith/Anti-Extraction-v2/data/ui_dataset/ground_truth/pil/communications_0248.json,communications
communications_0071,images/pil/communications_0071.png,/data/gpfs/projects/punim2826/Smith/Anti-Extraction-v2/data/ui_dataset/ground_truth/pil/communications_0071.json,communications
communications_0116,images/pil/communications_0116.png,/data/gpfs/projects/punim2826/Smith/Anti-Extraction-v2/data/ui_dataset/ground_truth/pil/communications_0116.json,communications
communications_0162,images/pil/communications_0162.png,/data/gpfs/projects/punim2826/Smith/Anti-Extraction-v2/data/ui_dataset/ground_truth/pil/communications_0162.json,communications
communications_0093,images/pil/communications_0093.png,/data/gpfs/projects/punim2826/Smith/Anti-Extraction-v2/data/ui_dataset/ground_truth/pil/communications_0093.json,communications
communications_0041,images/pil/communications_0041.png,/data/gpfs/projects/punim2826/Smith/Anti-Extraction-v2/data/ui_dataset/ground_truth/pil/communications_0041.json,communications
communications_0094,images/pil/communications_0094.png,/data/gpfs/projects/punim2826/Smith/Anti-Extraction-v2/data/ui_dataset/ground_truth/pil/communications_0094.json,communications
communications_0090,images/pil/communications_0090.png,/data/gpfs/projects/punim2826/Smith/Anti-Extraction-v2/data/ui_dataset/ground_truth/pil/communications_0090.json,communications
communications_0053,images/pil/communications_0053.png,/data/gpfs/projects/punim2826/Smith/Anti-Extraction-v2/data/ui_dataset/ground_truth/pil/communications_0053.json,communications
communications_0171,images/pil/communications_0171.png,/data/gpfs/projects/punim2826/Smith/Anti-Extraction-v2/data/ui_dataset/ground_truth/pil/communications_0171.json,communications
communications_0068,images/pil/communications_0068.png,/data/gpfs/projects/punim2826/Smith/Anti-Extraction-v2/data/ui_dataset/ground_truth/pil/communications_0068.json,communications
communications_0179,images/pil/communications_0179.png,/data/gpfs/projects/punim2826/Smith/Anti-Extraction-v2/data/ui_dataset/ground_truth/pil/communications_0179.json,communications
communications_0174,images/pil/communications_0174.png,/data/gpfs/projects/punim2826/Smith/Anti-Extraction-v2/data/ui_dataset/ground_truth/pil/communications_0174.json,communications
communications_0165,images/pil/communications_0165.png,/data/gpfs/projects/punim2826/Smith/Anti-Extraction-v2/data/ui_dataset/ground_truth/pil/communications_0165.json,communications
copyright_0018,images/pil/copyright_0018.png,/data/gpfs/projects/punim2826/Smith/Anti-Extraction-v2/data/ui_dataset/ground_truth/pil/copyright_0018.json,copyright
copyright_0155,images/pil/copyright_0155.png,/data/gpfs/projects/punim2826/Smith/Anti-Extraction-v2/data/ui_dataset/ground_truth/pil/copyright_0155.json,copyright
copyright_0162,images/pil/copyright_0162.png,/data/gpfs/projects/punim2826/Smith/Anti-Extraction-v2/data/ui_dataset/ground_truth/pil/copyright_0162.json,copyright
copyright_0043,images/pil/copyright_0043.png,/data/gpfs/projects/punim2826/Smith/Anti-Extraction-v2/data/ui_dataset/ground_truth/pil/copyright_0043.json,copyright
copyright_0136,images/pil/copyright_0136.png,/data/gpfs/projects/punim2826/Smith/Anti-Extraction-v2/data/ui_dataset/ground_truth/pil/copyright_0136.json,copyright
copyright_0186,images/pil/copyright_0186.png,/data/gpfs/projects/punim2826/Smith/Anti-Extraction-v2/data/ui_dataset/ground_truth/pil/copyright_0186.json,copyright
copyright_0062,images/pil/copyright_0062.png,/data/gpfs/projects/punim2826/Smith/Anti-Extraction-v2/data/ui_dataset/ground_truth/pil/copyright_0062.json,copyright
copyright_0041,images/pil/copyright_0041.png,/data/gpfs/projects/punim2826/Smith/Anti-Extraction-v2/data/ui_dataset/ground_truth/pil/copyright_0041.json,copyright
copyright_0118,images/pil/copyright_0118.png,/data/gpfs/projects/punim2826/Smith/Anti-Extraction-v2/data/ui_dataset/ground_truth/pil/copyright_0118.json,copyright
copyright_0097,images/pil/copyright_0097.png,/data/gpfs/projects/punim2826/Smith/Anti-Extraction-v2/data/ui_dataset/ground_truth/pil/copyright_0097.json,copyright
copyright_0069,images/pil/copyright_0069.png,/data/gpfs/projects/punim2826/Smith/Anti-Extraction-v2/data/ui_dataset/ground_truth/pil/copyright_0069.json,copyright
copyright_0236,images/pil/copyright_0236.png,/data/gpfs/projects/punim2826/Smith/Anti-Extraction-v2/data/ui_dataset/ground_truth/pil/copyright_0236.json,copyright
copyright_0163,images/pil/copyright_0163.png,/data/gpfs/projects/punim2826/Smith/Anti-Extraction-v2/data/ui_dataset/ground_truth/pil/copyright_0163.json,copyright
copyright_0176,images/pil/copyright_0176.png,/data/gpfs/projects/punim2826/Smith/Anti-Extraction-v2/data/ui_dataset/ground_truth/pil/copyright_0176.json,copyright
copyright_0142,images/pil/copyright_0142.png,/data/gpfs/projects/punim2826/Smith/Anti-Extraction-v2/data/ui_dataset/ground_truth/pil/copyright_0142.json,copyright
copyright_0056,images/pil/copyright_0056.png,/data/gpfs/projects/punim2826/Smith/Anti-Extraction-v2/data/ui_dataset/ground_truth/pil/copyright_0056.json,copyright
copyright_0175,images/pil/copyright_0175.png,/data/gpfs/projects/punim2826/Smith/Anti-Extraction-v2/data/ui_dataset/ground_truth/pil/copyright_0175.json,copyright
copyright_0083,images/pil/copyright_0083.png,/data/gpfs/projects/punim2826/Smith/Anti-Extraction-v2/data/ui_dataset/ground_truth/pil/copyright_0083.json,copyright
copyright_0215,images/pil/copyright_0215.png,/data/gpfs/projects/punim2826/Smith/Anti-Extraction-v2/data/ui_dataset/ground_truth/pil/copyright_0215.json,copyright
copyright_0196,images/pil/copyright_0196.png,/data/gpfs/projects/punim2826/Smith/Anti-Extraction-v2/data/ui_dataset/ground_truth/pil/copyright_0196.json,copyright
copyright_0198,images/pil/copyright_0198.png,/data/gpfs/projects/punim2826/Smith/Anti-Extraction-v2/data/ui_dataset/ground_truth/pil/copyright_0198.json,copyright
copyright_0014,images/pil/copyright_0014.png,/data/gpfs/projects/punim2826/Smith/Anti-Extraction-v2/data/ui_dataset/ground_truth/pil/copyright_0014.json,copyright
copyright_0058,images/pil/copyright_0058.png,/data/gpfs/projects/punim2826/Smith/Anti-Extraction-v2/data/ui_dataset/ground_truth/pil/copyright_0058.json,copyright
copyright_0210,images/pil/copyright_0210.png,/data/gpfs/projects/punim2826/Smith/Anti-Extraction-v2/data/ui_dataset/ground_truth/pil/copyright_0210.json,copyright
copyright_0008,images/pil/copyright_0008.png,/data/gpfs/projects/punim2826/Smith/Anti-Extraction-v2/data/ui_dataset/ground_truth/pil/copyright_0008.json,copyright
copyright_0206,images/pil/copyright_0206.png,/data/gpfs/projects/punim2826/Smith/Anti-Extraction-v2/data/ui_dataset/ground_truth/pil/copyright_0206.json,copyright
copyright_0080,images/pil/copyright_0080.png,/data/gpfs/projects/punim2826/Smith/Anti-Extraction-v2/data/ui_dataset/ground_truth/pil/copyright_0080.json,copyright
copyright_0102,images/pil/copyright_0102.png,/data/gpfs/projects/punim2826/Smith/Anti-Extraction-v2/data/ui_dataset/ground_truth/pil/copyright_0102.json,copyright
copyright_0068,images/pil/copyright_0068.png,/data/gpfs/projects/punim2826/Smith/Anti-Extraction-v2/data/ui_dataset/ground_truth/pil/copyright_0068.json,copyright
copyright_0016,images/pil/copyright_0016.png,/data/gpfs/projects/punim2826/Smith/Anti-Extraction-v2/data/ui_dataset/ground_truth/pil/copyright_0016.json,copyright
copyright_0054,images/pil/copyright_0054.png,/data/gpfs/projects/punim2826/Smith/Anti-Extraction-v2/data/ui_dataset/ground_truth/pil/copyright_0054.json,copyright
copyright_0145,images/pil/copyright_0145.png,/data/gpfs/projects/punim2826/Smith/Anti-Extraction-v2/data/ui_dataset/ground_truth/pil/copyright_0145.json,copyright
copyright_0183,images/pil/copyright_0183.png,/data/gpfs/projects/punim2826/Smith/Anti-Extraction-v2/data/ui_dataset/ground_truth/pil/copyright_0183.json,copyright
copyright_0223,images/pil/copyright_0223.png,/data/gpfs/projects/punim2826/Smith/Anti-Extraction-v2/data/ui_dataset/ground_truth/pil/copyright_0223.json,copyright
copyright_0219,images/pil/copyright_0219.png,/data/gpfs/projects/punim2826/Smith/Anti-Extraction-v2/data/ui_dataset/ground_truth/pil/copyright_0219.json,copyright
copyright_0167,images/pil/copyright_0167.png,/data/gpfs/projects/punim2826/Smith/Anti-Extraction-v2/data/ui_dataset/ground_truth/pil/copyright_0167.json,copyright
copyright_0127,images/pil/copyright_0127.png,/data/gpfs/projects/punim2826/Smith/Anti-Extraction-v2/data/ui_dataset/ground_truth/pil/copyright_0127.json,copyright
copyright_0101,images/pil/copyright_0101.png,/data/gpfs/projects/punim2826/Smith/Anti-Extraction-v2/data/ui_dataset/ground_truth/pil/copyright_0101.json,copyright
copyright_0164,images/pil/copyright_0164.png,/data/gpfs/projects/punim2826/Smith/Anti-Extraction-v2/data/ui_dataset/ground_truth/pil/copyright_0164.json,copyright
copyright_0117,images/pil/copyright_0117.png,/data/gpfs/projects/punim2826/Smith/Anti-Extraction-v2/data/ui_dataset/ground_truth/pil/copyright_0117.json,copyright
copyright_0036,images/pil/copyright_0036.png,/data/gpfs/projects/punim2826/Smith/Anti-Extraction-v2/data/ui_dataset/ground_truth/pil/copyright_0036.json,copyright
copyright_0067,images/pil/copyright_0067.png,/data/gpfs/projects/punim2826/Smith/Anti-Extraction-v2/data/ui_dataset/ground_truth/pil/copyright_0067.json,copyright
copyright_0035,images/pil/copyright_0035.png,/data/gpfs/projects/punim2826/Smith/Anti-Extraction-v2/data/ui_dataset/ground_truth/pil/copyright_0035.json,copyright
copyright_0063,images/pil/copyright_0063.png,/data/gpfs/projects/punim2826/Smith/Anti-Extraction-v2/data/ui_dataset/ground_truth/pil/copyright_0063.json,copyright
copyright_0190,images/pil/copyright_0190.png,/data/gpfs/projects/punim2826/Smith/Anti-Extraction-v2/data/ui_dataset/ground_truth/pil/copyright_0190.json,copyright
copyright_0143,images/pil/copyright_0143.png,/data/gpfs/projects/punim2826/Smith/Anti-Extraction-v2/data/ui_dataset/ground_truth/pil/copyright_0143.json,copyright
copyright_0137,images/pil/copyright_0137.png,/data/gpfs/projects/punim2826/Smith/Anti-Extraction-v2/data/ui_dataset/ground_truth/pil/copyright_0137.json,copyright
copyright_0208,images/pil/copyright_0208.png,/data/gpfs/projects/punim2826/Smith/Anti-Extraction-v2/data/ui_dataset/ground_truth/pil/copyright_0208.json,copyright
copyright_0191,images/pil/copyright_0191.png,/data/gpfs/projects/punim2826/Smith/Anti-Extraction-v2/data/ui_dataset/ground_truth/pil/copyright_0191.json,copyright
copyright_0149,images/pil/copyright_0149.png,/data/gpfs/projects/punim2826/Smith/Anti-Extraction-v2/data/ui_dataset/ground_truth/pil/copyright_0149.json,copyright
identity_0109,images/pil/identity_0109.png,/data/gpfs/projects/punim2826/Smith/Anti-Extraction-v2/data/ui_dataset/ground_truth/pil/identity_0109.json,identity
identity_0229,images/pil/identity_0229.png,/data/gpfs/projects/punim2826/Smith/Anti-Extraction-v2/data/ui_dataset/ground_truth/pil/identity_0229.json,identity
identity_0149,images/pil/identity_0149.png,/data/gpfs/projects/punim2826/Smith/Anti-Extraction-v2/data/ui_dataset/ground_truth/pil/identity_0149.json,identity
identity_0102,images/pil/identity_0102.png,/data/gpfs/projects/punim2826/Smith/Anti-Extraction-v2/data/ui_dataset/ground_truth/pil/identity_0102.json,identity
identity_0092,images/pil/identity_0092.png,/data/gpfs/projects/punim2826/Smith/Anti-Extraction-v2/data/ui_dataset/ground_truth/pil/identity_0092.json,identity
identity_0056,images/pil/identity_0056.png,/data/gpfs/projects/punim2826/Smith/Anti-Extraction-v2/data/ui_dataset/ground_truth/pil/identity_0056.json,identity
identity_0035,images/pil/identity_0035.png,/data/gpfs/projects/punim2826/Smith/Anti-Extraction-v2/data/ui_dataset/ground_truth/pil/identity_0035.json,identity
identity_0130,images/pil/identity_0130.png,/data/gpfs/projects/punim2826/Smith/Anti-Extraction-v2/data/ui_dataset/ground_truth/pil/identity_0130.json,identity
identity_0126,images/pil/identity_0126.png,/data/gpfs/projects/punim2826/Smith/Anti-Extraction-v2/data/ui_dataset/ground_truth/pil/identity_0126.json,identity
identity_0023,images/pil/identity_0023.png,/data/gpfs/projects/punim2826/Smith/Anti-Extraction-v2/data/ui_dataset/ground_truth/pil/identity_0023.json,identity
identity_0193,images/pil/identity_0193.png,/data/gpfs/projects/punim2826/Smith/Anti-Extraction-v2/data/ui_dataset/ground_truth/pil/identity_0193.json,identity
identity_0012,images/pil/identity_0012.png,/data/gpfs/projects/punim2826/Smith/Anti-Extraction-v2/data/ui_dataset/ground_truth/pil/identity_0012.json,identity
identity_0220,images/pil/identity_0220.png,/data/gpfs/projects/punim2826/Smith/Anti-Extraction-v2/data/ui_dataset/ground_truth/pil/identity_0220.json,identity
identity_0028,images/pil/identity_0028.png,/data/gpfs/projects/punim2826/Smith/Anti-Extraction-v2/data/ui_dataset/ground_truth/pil/identity_0028.json,identity
identity_0039,images/pil/identity_0039.png,/data/gpfs/projects/punim2826/Smith/Anti-Extraction-v2/data/ui_dataset/ground_truth/pil/identity_0039.json,identity
identity_0160,images/pil/identity_0160.png,/data/gpfs/projects/punim2826/Smith/Anti-Extraction-v2/data/ui_dataset/ground_truth/pil/identity_0160.json,identity
identity_0040,images/pil/identity_0040.png,/data/gpfs/projects/punim2826/Smith/Anti-Extraction-v2/data/ui_dataset/ground_truth/pil/identity_0040.json,identity
identity_0202,images/pil/identity_0202.png,/data/gpfs/projects/punim2826/Smith/Anti-Extraction-v2/data/ui_dataset/ground_truth/pil/identity_0202.json,identity
identity_0174,images/pil/identity_0174.png,/data/gpfs/projects/punim2826/Smith/Anti-Extraction-v2/data/ui_dataset/ground_truth/pil/identity_0174.json,identity
identity_0108,images/pil/identity_0108.png,/data/gpfs/projects/punim2826/Smith/Anti-Extraction-v2/data/ui_dataset/ground_truth/pil/identity_0108.json,identity
identity_0152,images/pil/identity_0152.png,/data/gpfs/projects/punim2826/Smith/Anti-Extraction-v2/data/ui_dataset/ground_truth/pil/identity_0152.json,identity
identity_0016,images/pil/identity_0016.png,/data/gpfs/projects/punim2826/Smith/Anti-Extraction-v2/data/ui_dataset/ground_truth/pil/identity_0016.json,identity
